#FreeAmade	O
tí	O
ó	O
tówó	O
nínú	O
àpò	O
ìkówó	O
sí	O
tí	O
ó	O
sì	O
leè	O
fa	O
kí	O
iléèwé	O
náà	O
ó	O
di	O
títì	O
pa	O
.	O
	
Nínú	O
ìwé	O
ìgbéròyìnjáde	O
tí	O
àwọn	O
aláṣẹ	O
DCMA	O
tẹ̀	O
jáde	O
,	O
ìdá	O
àádọ́rin	O
nínú	O
àwọn	O
ọgọ́rin	O
akẹ́kọ̀ọ́	O
ni	O
kò	O
rí	O
owó	O
iléèwé	O
wọn	O
tí	O
ó	O
tó	O
bíi	O
$13	O
USD	B-ORG
lóṣù	O
san	O
.	O
	
Pẹ̀lú	O
àtìlẹ́yìn	O
àwọn	O
onínúure	O
tí	O
ó	O
ti	O
dáwó	O
fún	O
iléèwé	O
náà	O
,	O
owó	O
tí	O
ó	O
kù	O
ní	O
sísan	O
ṣì	O
pọ̀	O
tó	O
bẹ́ẹ̀	O
tí	O
ó	O
fi	O
jẹ́	O
wípé	O
,	O
ó	O
ṣe	O
é	O
ṣe	O
kí	O
ilẹ̀kùn-un	O
iléèwé	O
náà	O
tí	O
ó	O
wà	O
nínú	O
Ilé	O
Àwọn	O
Ẹ̀ṣọ́	O
Aṣọ́bodè	O
Àtijọ́	O
.	O
	
Láìsí	O
owó	O
tí	O
ó	O
tówó	O
nílẹ̀	O
láti	O
tẹ̀síwájú	O
,	O
àwọn	O
akẹ́kọ̀ọ́	O
DCMA	O
àti	O
òṣìṣẹ́	O
ń	O
fòyà	O
kí	O
ìró	O
amọ́kànbalẹ̀	O
tí	O
ó	O
ń	O
sun	O
jáde	O
láti	O
inúu	O
gbọ̀ngán	O
olókìkí	O
ilé	O
ẹ̀kọ́	O
yìí	O
tí	O
ó	O
mú	O
erékùṣù	O
yìí	O
kọrin	O
—	O
leè	O
wọ	O
òkùnkùn	O
.	O
	
Orin	O
àti	O
ìgbélárugẹ	O
àṣà	O
àti	O
àjogúnbá	O
nìkan	O
kọ́	O
ni	O
ilé	O
ẹ̀kọ́	O
náà	O
fi	O
gbajúmọ̀	O
,	O
àmọ́	O
ó	O
jẹ́	O
ilé	O
fún	O
àwọn	O
ọ̀dọ́	O
tí	O
ó	O
ń	O
wà	O
ibi	O
tí	O
wọn	O
yóò	O
ti	O
fi	O
ìmọ̀	O
kún	O
ìmọ̀	O
.	O
	
Akẹ́kọ̀ọ́	O
DCMA	O
kan	O
ń	O
kọ́	O
qanun	O
,	O
ohun	O
èlò	O
orin	O
ayédáadé	O
orin	O
taarab	O
.	O
	
Àwòrán	O
láti	O
iléèwé	O
DCMA	O
.	O
	
A	B-ORG
[	O
ti	O
bẹ̀rẹ̀	O
]	O
sí	O
í	O
ní	O
rí	O
ìdojúkọ	O
ìgbà	O
tí	O
ó	O
nira	O
,	O
alákòóso	O
àgbàa	O
DCMA	O
,	O
Alessia	B-ORG
Lombardo	B-LOC
sọ	O
,	O
nínúu	O
àwòrán	O
fídíò	O
DCMA	O
kan	O
.	O
	
Láti	O
ìsinsìnyí	O
lọ	O
títí	O
di	O
oṣù	B-DATE
mẹ́fà	I-DATE
sí	O
àsìkò	O
yìí	O
,	O
a	O
kò	O
rí	O
àrídájú	O
tí	O
ó	O
rinlẹ̀	O
wípé	O
a	O
ó	O
leè	O
san	O
owó	O
oṣù	B-DATE
àwọn	I-DATE
olùkọ́ni	O
àti	O
òṣìṣẹ́ẹ	O
.	O
	
Ní	O
àkókò	O
tí	O
a	O
wà	O
yìí	O
,	O
àwọn	O
àkàwé-gboyè	O
olùkọ́	O
19	B-DATE
àti	O
àwọn	O
òṣìṣẹ́	O
mìíràn	O
ti	O
ṣiṣẹ́	O
fún	O
oṣù	B-DATE
mẹ́ta	I-DATE
gbáko	O
láì	O
gba	O
owó	O
lọ	O
sílé	O
nítorí	O
àìsí	O
owó	O
nínúu	O
kóló	O
iléèwé	O
.	O
	
Gẹ́gẹ́	O
bí	O
Ilé	O
Ìfowópamọ́	O
Àgbáyé	O
ṣe	O
ti	O
ṣàlàyé	O
wípé	O
,	O
pẹ̀lú	O
bí	O
a	O
ti	O
ṣe	O
mọ	O
agbègbè	O
tí	O
iléèwé	O
náà	O
wà	O
fún	O
ibi	O
ìrìn-àjò	O
ìgbafẹ́	O
nítorí	O
àwọn	O
etíkun	O
àtijọ́	O
àti	O
ilé	O
ìtura	O
olówó	O
ńláńlá	O
tí	O
ó	O
kángun	O
síbẹ̀	O
,	O
ọ̀gọ̀rọ̀	O
àwọn	O
ọmọ	O
ìbílẹ̀	O
ló	O
ń	O
bá	O
àìníṣẹ́	O
lọ́wọ́	O
pò	O
ó	O
pàápàá	O
bí	O
ìṣẹ́	O
ṣe	O
ti	O
gbé	O
fúkẹ́	O
ju	O
ti	O
ìgbà	O
kan	O
lọ	O
.	O
	
Fún	O
ọdún	B-DATE
mẹ́tàdínlógún	I-DATE
,	O
DCMA	O
ti	O
ṣiṣẹ́	O
àṣekúdórógbó	O
nípa	O
lílo	O
orin	O
ṣe	O
ìgbélárugẹ	O
tòun	O
ìpamọ́	O
ọ̀rọ̀	O
àjogúnbá	O
àti	O
àṣà	O
Zanzibar	B-PER
.	O
	
Orírun	O
àwọn	O
olóhùn-iyò	O
akọrin	O
taarab	O
,	O
Siti	O
Binti	O
Saad	O
àti	O
Fatuma	B-PER
Binti	O
Baraka	B-ORG
,	O
tí	O
a	O
tún	O
mọ̀	O
sí	O
Bi	O
.	O
	
Kidude	O
,	O
Zanzibar	B-PER
ni	O
ilé	O
èyí-ò-jọ̀yìí	O
orin	O
tí	O
ó	O
ti	O
inúu	O
ìbàṣepapọ̀	O
àṣà	O
àti	O
àjọṣe	O
ọlọ́dún	O
gbọgbọrọ	O
tí	O
ó	O
wà	O
láàárín	O
àwọn	O
àdúgbò	O
ẹ̀ka	O
Swahili	O
.	O
	
Láyé	O
òde	O
òní	O
,	O
akẹ́kọ̀ọ́	O
leè	O
kọ́	O
orin	O
ìbílẹ̀	O
bíi	O
taarab	O
,	O
ngoma	O
àti	O
kidumbak	O
,	O
pẹ̀lú	O
àfikún	O
àwọn	O
ohun	O
èlò	O
ìkọrin	O
bíi	O
ìlù	O
ní	O
oníranànran	O
,	O
qanun	O
àti	O
oud	O
,	O
gẹ́gẹ́	O
bí	O
alápamọ́	O
—	O
àti	O
òǹgbifọ̀	O
—	O
àṣà	O
àti	O
ìṣe	O
.	O
	
Neema	O
Surri	O
,	O
a	O
ta	O
violin	O
ní	O
DCMA	O
,	O
ti	O
ń	O
kọ́	O
bí	O
a	O
ti	O
ṣe	O
ń	O
ta	O
ohun	O
èlòo	O
violin	O
láti	O
ọmọdún	O
mẹ́sàn-án	O
mẹ́nu	O
lé	O
ọ̀rọ̀	O
nínú	O
àwòrán	O
fídíò	O
DCMA	O
náà	O
.	O
	
Mo	B-PER
mọ	O
àwọn	O
ọ̀dọ́mọdé	O
tí	O
ó	O
máa	O
nífẹ̀ẹ́	O
sí	O
kíkọ́	O
orin	O
ṣùgbọ́n	O
wọn	O
kò	O
leè	O
san	O
owó	O
ìmẹ̀kọ	O
tí	O
ó	O
jẹ́	O
owó	O
iléèwé	O
nítorí	O
wípé	O
wọn	O
kúṣẹ̀ẹ́	O
wọn	O
kò	O
sì	O
ní	O
iṣẹ́	O
lọ́wọ́	O
.	O
	
Àwọn	O
akẹ́kọ̀ọ́ọ	O
DCMA	O
ń	O
fi	O
ohun	O
èlò	O
ìkọrin	O
olókùn	O
tín-ín-rín	O
kọrin	O
nínú	O
Ilé	O
Àwọn	O
Ẹ̀ṣọ́	O
Aṣọ́bodè	O
Àtijọ́	O
,	O
níbití	O
iiléèwé	O
náà	O
fi	O
ìkàlẹ̀	O
sí	O
,	O
ní	O
Stone	B-LOC
Town	I-LOC
,	O
Zanzibar	B-PER
,	O
lọ́dún-un	O
2019	B-DATE
.	O
	
Àwòrán	O
jẹ́	O
ti	O
iléèwée	O
DCMA	O
.	O
	
Ní	O
ìparí	O
àwọn	O
ìdánilẹ́kọ̀ọ́ọ	O
DCMA	O
,	O
tí	O
wọ́n	O
ti	O
gba	O
ìwé	O
ẹ̀rí	O
àti	O
ní	O
òpin	O
ẹ̀kọ́	O
ọlọ́dún	O
kan	O
,	O
púpọ̀	O
nínú	O
àwọn	O
akẹ́kọ̀ọ́ọ	O
DCMA	O
ni	O
ó	O
ti	O
di	O
àgbà	O
ọ̀jẹ́	O
tí	O
wọ́n	O
sì	O
í	O
ṣeré	O
lórí	O
ìtàgé	O
kárí	O
ayé	O
.	O
	
Ọmọ	O
bíbíi	O
Zanzibar	B-PER
,	O
tí	O
ó	O
jẹ́	O
akẹ́kọ̀ọ́ọ	O
DCMA	O
nígbà	O
kan	O
rí	O
,	O
tí	O
ó	O
jẹ́	O
olùkọ́ni	O
ní	O
iléèwé	O
kan	O
náà	O
báyìí	O
,	O
Amina	B-ORG
Omar	B-PER
Juma	B-LOC
tòun	O
ti	O
ìlú	O
mọ̀ọ́ká	O
ẹgbẹ́	O
akọrin	O
rẹ̀	O
,	O
tí	O
ó	O
ń	O
fi	O
àṣà	O
ìró	O
orin	O
ìbílẹ̀	O
taarab	O
papọ̀	O
mọ́	O
ti	O
ìgbàlódélonígbàńlò	O
kọrin	O
,	O
ìyẹn	O
Siti	O
àti	O
Ẹgbẹ́	O
,	O
ṣẹ̀ṣẹ̀	O
padà	O
wọ̀lú	O
láti	O
ìrìnàjò	O
orin	O
kíkọ	O
kan	O
ní	O
orílẹ̀-èdèe	O
South	B-LOC
Africa	I-LOC
.	O
	
Òun	O
,	O
àwọn	O
díẹ̀	O
nínú	O
ẹgbẹ́	O
akọrin	O
rẹ̀	O
àti	O
àpapọ̀	O
àwọn	O
akẹ́kọ̀ọ́	O
DCMA	O
ní	O
ìgbà	O
kan	O
rí	O
ṣe	O
àgbéjáde	O
àwo	O
orin	O
wọn	O
àkọ́kọ́	O
,	O
Fusing	O
the	O
Roots	B-PER
,	O
ní	O
ọdún-un	B-DATE
2018	I-DATE
,	O
tí	O
ó	O
mú	O
wọn	O
oi	O
ng	O
o	O
òǹwòran	O
lára	O
yá	O
ní	O
Sauti	O
za	O
Busara	O
,	O
tí	O
í	O
ṣe	O
àjọ̀dún	O
orin	O
kíkọ	O
tí	O
ó	O
gbàràdá	O
jù	O
lọ	O
ní	O
Ìlà-oòrùn	O
Ilẹ̀	O
Adúláwọ̀	O
.	O
	
Híhàyín	O
ni	O
orin	O
Siti	O
àti	O
Ẹgbẹ́	O
Nielewe	O
(	O
Gbó	O
mi	O
yéké	O
)	O
àti	O
àwòrán	O
orin	O
náà	O
,	O
tí	O
ó	O
ṣe	O
àfihàn-an	O
àwòrán-an	O
,	O
tí	O
ó	O
sọ	O
ìtàn	O
obìnrin	O
kan	O
tí	O
ó	O
ń	O
rí	O
ìdojúkọ	O
abẹ̀-ilé	O
,	O
tí	O
ó	O
sì	O
ń	O
dárò	O
ara	O
rẹ̀	O
.	O
	
Ìtàn	O
náà	O
jọ	O
ti	O
Omar	B-PER
Juma	B-LOC
fúnra	O
rẹ̀	O
:	O
	
Kà	O
síwájú	O
sí	O
i	O
:	O
Àwọn	O
akọrin	O
lóbìnrin	O
Ìlà-Oòrùn	O
Ilẹ̀	O
Adúláwọ̀	O
kọrin	O
tako	O
àìfààyè	O
gba	O
obìnrin	O
àwọn	O
ọkùnrin	O
.	O
	
Ìtàn	O
nípa	O
àyálò	O
àṣà	O
àti	O
àjọṣepọ̀	O
	
Ó	O
tó	O
ẹgbẹ̀rún	O
mẹ́ẹ̀ẹ́dógún	O
àlejò	O
ni	O
ó	O
ti	O
wo	O
eré	O
,	O
gba	O
ìdánilẹ́kọ̀ọ́	O
àti	O
bá	O
àwọn	O
akọrin	O
lóríṣiírísí	O
ọjọ́	B-DATE
ọ̀la	I-DATE
ní	O
iléèwé	O
olókìkí	O
náà	O
ní	O
gbólóhùn	O
rí	O
.	O
	
Iléèwé	O
náà	O
ti	O
ṣe	O
àyálò	O
àti	O
àmúpapọ̀	O
ọ̀kan-ò-jọ̀kan	O
àṣà	O
àwọn	O
orílẹ̀-èdè	O
dhow	O
,	O
tí	O
ó	O
wà	O
ní	O
ìtòsíi	O
Òkun	O
India	B-LOC
àti	O
Ọ̀gbùn-un	O
Persia	B-LOC
.	O
	
Agbègbèe	O
Omani	O
Sultanate	O
,	O
tí	O
ó	O
jẹ́	O
”	O
ibi	O
gbòógì	O
àwọn	O
alágbára	O
atukọ̀	O
orí	O
omi	O
ní	O
ọgọ́rùn-ún	O
Ọdún-un	B-DATE
kẹtàdínlógún	I-DATE
sí	O
kọkàndínlógún	O
sẹ́yìn	O
,	O
gbé	O
àga	O
agbára	O
rẹ̀	O
láti	O
Muscat	B-LOC
sí	O
Zanzibar	B-PER
ní	O
ọdún-un	B-DATE
1840	I-DATE
.	O
	
Láti	O
Stone	B-LOC
Town	I-LOC
,	O
àwọn	O
ọba	O
Omani	O
ń	O
tukọ̀ọ	O
okòwò	O
orí	O
omi	O
ìgbà	O
náà	O
tí	O
ó	O
fẹjú	O
,	O
títí	O
kan	O
kànáfùrù	O
,	O
wúrà	O
,	O
àti	O
aṣọ	O
,	O
látàrí	O
àwọn	O
ìjì	O
líle	O
tí	O
ń	O
tu	O
àwọn	O
ọkọ̀	O
ìbílẹ̀ẹ	O
Lárúbáwáa	O
—	O
dhows	O
—	O
ní	O
oríi	O
Òkun	O
Indian	B-ORG
,	O
láti	O
India	B-LOC
sí	O
Oman	B-LOC
títí	O
lọ	O
dé	O
Ìlà-Oòrùn	O
Ilẹ̀	O
Adúláwọ̀	O
.	O
	
Àwọn	O
ọ̀dọ́	O
ní	O
Zanzibar	B-PER
mọ	O
rírìi	O
ìṣẹ̀lẹ̀	O
àtẹ̀yìnwá	O
tí	O
ó	O
ní	O
ohun	O
ńlá	O
ní	O
í	O
ṣe	O
fún	O
ọjọ́	B-DATE
ọ̀la	I-DATE
wọn	O
,	O
ni	O
wọ́n	O
fi	O
ń	O
ṣe	O
àdàlù	O
èyí	O
tí	O
a	O
rí	O
nínú	O
àwọn	O
orin	O
òde	O
òní	O
tí	O
wọn	O
ń	O
gbé	O
jáde	O
.	O
	
Àwọn	O
akẹ́kọ̀ọ́	O
àti	O
olùkọ́ni	O
DCMA	O
ṣe	O
ìdásílẹ̀ẹ	O
TaraJazz	O
láì	O
pẹ́	O
yìí	O
,	O
èyí	O
tí	O
ó	O
jẹ́	O
àdàlù	O
orin	O
ìbílẹ̀	O
taarab	O
àti	O
orin	O
Jazz	B-ORG
òde	O
òní	O
.	O
	
Ata	B-ORG
violin	O
,	O
Felician	B-PER
Mussa	O
,	O
ọmọ	O
ogún	O
ọdún	B-DATE
,	I-DATE
ti	O
ń	O
kọ́	O
ohun	O
èlò	O
ìkọrin	O
olókùn	O
tín-ín-rín	O
náà	O
fún	O
ọdún	B-DATE
mẹ́ta	I-DATE
àtààbọ̀	O
;	O
TaraJazz	O
jẹ́	O
ọ̀kan	O
nínú	O
àwọn	O
ẹgbẹ́	O
akọrin	O
tí	O
ó	O
àwọn	O
ènìyàn	O
máa	O
ń	O
pè	O
sí	O
òde	O
jù	O
lọ	O
ní	O
àwọn	O
erékùṣù	O
náà	O
,	O
ni	O
ó	O
wà	O
nínú	O
àwòrán	O
tí	O
ayàwòrán	O
tí	O
Aline	B-PER
Coquelle	O
yà	O
:	O
	
Agbègbèe	O
Swahili	O
sọ	O
ìtàn	O
pàṣípààrọ	O
àṣà	O
ìbílẹ̀	O
tí	O
DCMA	O
ṣì	O
ń	O
tẹ̀síwájú	O
nínúu	O
rẹ̀	O
pẹ̀lú	O
àjọṣepọ̀	O
àwọn	O
orin-in	O
rẹ̀	O
.	O
	
Lọ́dòọdún	O
,	O
iléèwé	O
náà	O
máa	O
ń	O
gbàlejò	O
fún	O
ètò	O
tí	O
a	O
pè	O
ní	O
Ìkọlù	O
Swahili	O
,	O
tí	O
ó	O
mú	O
àgbárijọpọ̀ọ	O
àgbà	O
akọrin	O
láti	O
Ilẹ̀-Adúláwọ̀	O
,	O
Ìlú	O
Abẹ́-àkóso	O
Lárúbáwá	O
,	O
Ilẹ̀	O
Éróòpù	O
àti	O
Àríwá	B-LOC
Amẹ́ríkà	I-LOC
pẹ̀lú	O
àwọn	O
akẹ́kọ̀ọ́	O
DCMA	O
láti	O
ṣe	O
orin	O
láàárín	B-DATE
ọ̀sẹ̀	I-DATE
kan	I-DATE
.	O
	
Ní	O
ìgbẹ̀yìngbẹ́yín	O
ìkọlù	O
náà	O
,	O
àgbárijọpọ̀	O
tuntun	O
náà	O
yóò	O
ta	O
bí	O
elégbé	O
ní	O
Sauti	O
za	O
Busara	O
,	O
tí	O
àjọṣepọ̀	O
wọ̀nyí	O
yóò	O
sì	O
di	O
ìbáṣepọ̀	O
ọlọ́jọ́	B-DATE
pípẹ́	I-DATE
tí	O
kò	O
mọ	O
ìyàtọ̀	O
èdè	O
àti	O
àṣà	O
,	O
tí	O
ó	O
fi	O
hàn	O
gbangba	O
wálíà	O
wípé	O
èdè	O
kan	O
náà	O
tí	O
gbogbo	O
ayé	O
gbọ́	O
ni	O
orin	O
.	O
	
DCMA	O
máa	O
ń	O
ṣe	O
àgbékalẹ̀	O
ètò	O
orin	O
kíkọ	O
tí	O
ó	O
ń	O
ṣe	O
ìgbélárugẹ	O
ẹ̀bùn	O
orin	O
kíkọ	O
àwọn	O
akẹ́kọ̀ọ́	O
àti	O
àfihàn	O
àjọṣepọ̀	O
pẹ̀lú	O
ọ̀kọrin	O
àlejò	O
hàn	O
ní	O
,	O
Stone	B-LOC
Town	I-LOC
,	O
Zanzibar	B-PER
,	O
2019	B-DATE
.	O
	
DCMA	O
ni	O
ó	O
ni	O
àwòrán	O
.	O
	
DCMA	O
mọ	O
rírì	O
orin	O
gẹ́gẹ́	O
bí	O
ohun	O
tí	O
ó	O
leè	O
ró	O
àwọn	O
ènìyàn	O
lágbára	O
àti	O
gẹ́gẹ́	O
bí	O
ohun	O
tí	O
ó	O
lè	O
mú	O
ìṣọ̀kan	O
àti	O
ìrẹ́pọ̀	O
bá	O
àwọn	O
ènìyàn	O
láì	O
wo	O
ti	O
àṣà	O
—	O
ó	O
sì	O
tún	O
ń	O
pèsè	O
àǹfààní	O
iṣẹ́	O
fún	O
àwọn	O
ọ̀dọ́	O
tí	O
ó	O
ní	O
ẹ̀bùn	O
àmọ́	O
tí	O
ó	O
ń	O
tiraka	O
láti	O
jẹ	O
.	O
	
Fún	O
àwọn	O
akẹ́kọ̀ọ́	O
1,800	O
tí	O
ó	O
ti	O
gba	O
ìdánilẹ́kọọ́	O
ní	O
DCMA	O
,	O
èyí	O
nìkan	O
ni	O
ibi	O
ilé	O
orin	O
tí	O
wọ́n	O
mọ̀	O
,	O
níbi	O
tí	O
wọ́n	O
ti	O
ń	O
kọ́	O
ẹ̀kọ́	O
tí	O
wọ́n	O
sì	O
ti	O
ń	O
ní	O
àlékún	O
ìmọ̀	O
nípa	O
iṣẹ́	O
orin	O
kíkọ	O
àti	O
bí	O
a	O
ṣe	O
ń	O
di	O
òǹkọrin	O
.	O
	
Arìnrìn-àjò	O
kan	O
láti	O
Spain	B-LOC
,	O
tó	O
bẹ	O
DCMA	O
wò	O
ní	O
kò	O
pẹ́	O
yìí	O
,	O
kọ	O
sí	O
oríi	O
TripAdvisor	B-ORG
:	O
Ní	O
tèmi	O
,	O
ìṣalábàápàdée	O
àwọn	O
akọrin	O
ni	O
ìgbà	O
tí	O
ó	O
meet	O
jù	O
lọ	O
fún	O
mi	O
ní	O
erékùṣù	O
yìí	O
.	O
	
Bí	O
ẹ̀ka	O
ìrìn-àjò	O
afẹ́ẹ	O
Zanzibar	B-PER
ṣe	O
ń	O
gbèrò	O
sí	O
i	O
,	O
DCMA	O
nígbàgbọ́	O
wípé	O
orin	O
ní	O
ipa	O
kan	O
gbòógì	O
ní	O
í	O
ṣe	O
nínú	O
àjọyọ̀	O
,	O
ìpamọ́	O
àti	O
ìgbélárugẹ	O
tòun	O
ìpolongo	O
àṣà	O
,	O
àjogúnbá	O
àti	O
ìṣẹ̀lẹ̀	O
àtẹ̀yìnwáa	O
Swahili	O
.	O
	
Zanzibar	B-PER
ju	O
àwọn	O
etíkun	O
àti	O
ilé	O
ìtura	O
olówó	O
iyebíye	O
rẹ̀	O
lọ	O
—	O
ó	O
jẹ́	O
ibi	O
tí	O
ó	O
kún	O
fún	O
àwọn	O
ènìyàn	O
ọlọ́pọlọ	O
tí	O
ó	O
ní	O
ẹ̀bùn	O
ní	O
poolo	O
orí	O
wọn	O
látàrí	O
àjọṣepọ̀	O
ọlọ́jọ́	B-DATE
pípẹ́	I-DATE
tí	O
ó	O
mú	O
agbègbè	O
náà	O
dá	O
yàtọ̀	O
gedegbe	O
.	O
	
Ìfiyèsí	O
Alákòóso	O
Ìwé	O
Títẹ̀	O
:	O
Òǹkọ̀wé	O
àtẹ́jádé	O
yìí	O
ti	O
ṣiṣẹ́	O
ọ̀fẹ́	O
pẹ̀lú	O
DCMA	O
.	O
	
Ìtọ́jú	O
àwọn	O
erin	O
aláìlóbìíi	O
Myanmar	B-LOC
	
Àtẹ̀jáde	O
ìtúmọ̀	O
30	B-DATE
Ọ̀wẹwẹ̀	O
2019	B-DATE
9:37	I-DATE
GMT	O
	
Òṣìṣẹ́	O
àgọ̀	O
kan	O
ń	O
rọ	O
Ayeyar	O
Maung	O
ní	O
oúnjẹ	O
.	O
	
/	O
Aung	B-PER
Kyaw	I-PER
Htet	I-PER
/	O
The	B-ORG
Irrawaddy	I-ORG
	
Àpilẹ̀kọ	O
jẹ́	O
ti	O
Aung	B-PER
Kyaw	I-PER
Htet	I-PER
tí	O
ó	O
kọ́	O
fún	O
The	B-ORG
Irrawaddy	I-ORG
,	O
iléeṣẹ́	O
oníròyìnin	O
orí	O
ayélujára	O
ní	O
Myanmar	B-LOC
,	O
tí	O
Ohùn	O
Àgbáyé	O
ṣe	O
àtúntẹ̀jádée	O
rẹ̀	O
ní	O
ìbámu	O
pẹ̀lú	O
àdéhùn	O
ìbáṣepọ̀	O
tí	O
ó	O
wà	O
láàárín	O
wọn	O
.	O
	
Nígbà	O
tí	O
àwọn	O
òṣìṣẹ́	O
alábòójútó	O
igbó	O
rí	O
i	O
nínú	O
ijù	O
tí	O
ó	O
sún	O
mọ́	O
Etí-omi	O
Irrawaddy	B-LOC
,	O
oṣù	B-DATE
mẹ́ta	I-DATE
ni	O
Ayeyar	O
Sein	O
nígbà	O
náà	O
.	O
	
Ẹsẹ̀ẹ	O
rẹ̀	O
kan	O
ti	O
lu	O
páḿpẹ́	O
àwọn	O
ajérangbépa	O
.	O
	
Àwọn	O
onígẹdú	O
ìjọba	O
ló	O
dóòlà	O
ẹ̀míi	O
rẹ̀	O
,	O
wọ́n	O
sì	O
gbé	O
e	O
lọ	O
sí	O
àgọ́	O
erin	O
kan	O
ní	O
Agbègbèe	O
Bago	B-LOC
fún	O
ìtọ́jú	O
.	O
	
Òhun	O
ni	O
ọ̀dọ̀	O
erin	O
kẹjọ	O
tí	O
yóò	O
rí	O
ààbò	O
ní	O
Wingabaw	O
,	O
ibi	O
ààbò	O
fún	O
àwọn	O
erin	O
Myanmar	B-LOC
tí	O
kò	O
lóbìí	O
.	O
	
Ọ̀dọ́	O
erin	O
mìíràn	O
,	O
Ayeyar	O
Maung	O
náà	O
rí	O
nǹkan	O
.	O
	
Kí	O
ó	O
tó	O
di	O
èròo	O
àgọ́	O
náà	O
,	O
erin	O
oṣù	B-DATE
mẹ́fà	I-DATE
náà	O
ti	O
lu	O
okùn	O
.	O
	
Ó	O
sì	O
há	O
sí	O
àárín	O
àwọn	O
òkúta	O
nínú	O
ijù	O
kan	O
náà	O
tí	O
a	O
ti	O
rí	O
Ayeyar	O
Sein	O
,	O
àwọn	O
ọ̀wọ́ọ	O
rẹ̀	O
tó	O
kù	O
fi	O
í	O
sílẹ̀	O
lọ	O
.	O
	
Síbẹ̀	O
,	O
àwọn	O
alábòójútó	O
ijù	O
tú	O
u	O
sílẹ̀	O
,	O
ó	O
sì	O
di	O
aráa	O
àgọ́	O
náà	O
ní	O
ọdún	B-DATE
tó	I-DATE
kọjá	I-DATE
.	O
	
Àwọn	O
méjèèjì	O
ni	O
erin	O
aláìlóbìíi	O
tí	O
ó	O
kéré	O
jù	O
lọ	O
nínú	O
àgọ́	O
náà	O
;	O
ọdún	B-DATE
mẹ́rin	I-DATE
ni	O
erin	O
tí	O
ó	O
dàgbà	O
jù	O
gbà	O
lọ́wọ́ọ	O
wọn	O
.	O
	
Gbogbo	O
wọn	O
ni	O
ó	O
ní	O
ìtàn	O
kan	O
tàbí	O
òmíràn	O
tí	O
ó	O
jẹ	O
mọ́	O
ìjìyà	O
láti	O
ọwọ́	O
ẹ̀dá	O
ọmọ	O
ènìyàn	O
adáríhununrun	O
.	O
	
Àwọn	O
kan	O
kò	O
rí	O
ọ̀wọ́ọ	O
wọn	O
tí	O
wọ́n	O
jọ	O
ń	O
jẹ̀	O
mọ́	O
,	O
àwọn	O
mìíì	O
di	O
aláìlóbìíi	O
lẹ́yìn	O
tí	O
àwọn	O
tí	O
ó	O
ń	O
pa	O
ẹran	O
nínú	O
ìgbẹ́	O
nípakúpa	O
pa	O
òbíi	O
wọn	O
.	O
	
Ní	O
àgọ́	O
tí	O
ó	O
wà	O
ní	O
Wingabaw	O
,	O
àwọn	O
ọ̀dọ́	O
erin	O
tí	O
kò	O
ní	O
òbí	O
náà	O
gbẹ́kẹ̀lé	O
oúnjẹ	O
ọmọ	O
ìkókó	O
tí	O
àwọn	O
alábòójútó	O
ijù	O
ń	O
pèsè	O
fún	O
wọn	O
lójoojúmọ́	O
.	O
	
Ààyé	O
gbà	O
wọ́n	O
láti	O
jẹ̀	O
nínú	O
ijù	O
ní	O
òwúrò	O
,	O
wọn	O
yóò	O
sì	O
wẹ̀	O
nínú	O
odò	O
kékeré	O
kan	O
nítòsí	O
kí	O
wọn	O
ó	O
tó	O
padà	O
sí	O
àgọ́	O
.	O
	
Lọ́wọ́	O
lọ́wọ́	O
báyìí	O
,	O
Myanmar	B-LOC
yóò	O
fẹ́rẹ̀ẹ́	O
ní	O
tó	O
erin	O
ẹgàn	O
1,500	O
.	O
	
Àmọ́	O
ó	O
jẹ́	O
ohun	O
tí	O
ó	O
bani	O
lọ́kàn	O
jẹ́	O
nítorí	O
pé	O
àwọn	O
tí	O
ó	O
ń	O
dá	O
ẹ̀míi	O
wọn	O
légbodò	O
kò	O
jẹ́	O
kí	O
wọn	O
ó	O
gbé	O
ayé	O
,	O
erin	O
kan	O
lọ́sẹ̀	O
kan	O
ni	O
wọ́n	O
ń	O
pa	O
.	O
	
Iyùn	O
Tobago	O
tí	O
ó	O
ti	O
ń	O
pàwọ̀dà	O
fi	O
hàn	O
gbàgàdàgbagada	O
pé	O
kò	O
sí	O
ọ̀nà	O
mìíràn	O
ju	O
kíkojú	O
àyípadà	O
ojú-ọjọ́	O
	
The	B-ORG
island's	O
reefs	O
are	O
on	O
"""Bleaching"	O
Alert	B-LOC
Level	B-ORG
"One"""	O
	
Àtẹ̀jáde	O
ìtúmọ̀	O
23	B-DATE
Ọ̀wẹwẹ̀	O
2019	B-DATE
19:45	I-DATE
GMT	O
	
Iyùn	O
bí	O
ìwo	O
àgbọ̀nrín	O
tí	O
ó	O
ti	O
pàwọ̀dà	O
.	O
	
Àworán	O
láti	O
ọwọ́ọ	O
Matt	B-PER
Kieffer	O
,	O
CC	B-ORG
BY-SA	O
2.0	O
.	O
	
Iyùn-un	O
abẹ́	O
òkúta	O
òkun	O
jẹ́	O
ohun	O
tí	O
a	O
ò	O
leè	O
fọwọ́	O
rọ́	O
sẹ́yìn	O
nínú	O
àwọn	O
